,0
1483,HTATIP2
1484,SVIP
1485,EIF3M
1486,HIPK3
1487,LMO2
1488,CAPRIN1
1489,CD44
1490,TRIM44
1491,COMMD9
1492,TTC17
1493,DGKZ
1494,ARHGAP1
1495,ARFGAP2
1496,SPI1
1497,CELF1
1498,NDUFS3
1499,PTPMT1
1500,MTCH2
1501,FNBP4
1502,PTPRJ
1503,TIMM10
1504,UBE2L6
1505,TMX2
1506,C11orf31
1507,FAM111A
1508,MPEG1
1509,MS4A6A
1510,MS4A4A
1511,MS4A7
1512,TMEM109
1513,DDB1
1514,CYB561A3
1515,SDHAF2
1516,TMEM258
1517,BEST1
1518,FTH1
1519,AHNAK
1520,B3GAT3
1521,UBXN1
1522,POLR2G
1523,STX5
1524,SLC3A2
1525,RARRES3
1526,PLA2G16
1527,RTN3
1528,COX8A
1529,STIP1
1530,FERMT3
1531,NUDT22
1532,DNAJC4
1533,FKBP2
1534,PPP1R14B
1535,BAD
1536,ESRRA
1537,TRMT112
1538,PRDX5
1539,CCDC88B
1540,RASGRP2
1541,SF1
1542,EHD1
1543,VPS51
1544,FAU
1545,CAPN1
1546,DPF2
1547,MALAT1
1548,SSSCA1
1549,FAM89B
1550,EHBP1L1
1551,SIPA1
1552,MAP3K11
1553,RNASEH2C
1554,CFL1
1555,CTSW
1556,FIBP
1557,CCDC85B
1558,DRAP1
1559,BANF1
1560,RAB1B
1561,BRMS1
1562,MRPL11
1563,ZDHHC24
1564,CCS
1565,ADRBK1
1566,ANKRD13D
1567,POLD4
1568,PPP1CA
1569,TBC1D10C
1570,RPS6KB2
1571,CORO1B
1572,TMEM134
1573,AIP
1574,CDK2AP2
1575,GSTP1
1576,TCIRG1
1577,LAMTOR1
1578,ANAPC15
1579,FOLR3
1580,ARAP1
1581,ATG16L2
1582,RAB6A
1583,COA4
1584,UCP2
1585,KCNE3
1586,SPCS2
1587,ARRB1
1588,RPS3
1589,ACER3
1590,PAK1
1591,RSF1
1592,PRCP
1593,PCF11
1594,CCDC90B
1595,TMEM126A
1596,PICALM
1597,C11orf73
1598,CTSC
1599,SLC36A4
1600,SMCO4
1601,TAF1D
1602,ANKRD49
1603,CWC15
1604,SRSF8
1605,BIRC3
1606,BIRC2
1607,CASP4
1608,CASP1
1609,CARD16
1610,CUL5
1611,FDX1
1612,TIMM8B
1613,SDHD
1614,PAFAH1B2
1615,PCSK7
1616,IL10RA
1617,CD3E
1618,CD3G
1619,ATP5L
1620,KMT2A
1621,DDX6
1622,RPS25
1623,CBL
1624,SORL1
1625,TBRG1
1626,NRGN
1627,EI24
1628,DCPS
1629,ETS1
1630,FLI1
1631,APLP2
1632,VPS26B
1633,IDI1
1634,KLF6
1635,GDI2
1636,RBM17
1637,ATP5C1
1638,CELF2
1639,UPF2
1640,CDC123
1641,FAM107B
1642,VIM
1643,PLXDC2
1644,DNAJC1
1645,MSRB2
1646,APBB1IP
1647,ABI1
1648,YME1L1
1649,RAB18
1650,WAC
1651,MAP3K8
1652,KIF5B
1653,ITGB1
1654,CCNY
1655,CSGALNACT2
1656,HNRNPF
1657,RASSF4
1658,ZNF22
1659,ALOX5
1660,NCOA4
1661,CISD1
1662,UBE2D1
1663,NRBF2
1664,JMJD1C
1665,REEP3
1666,HERC4
1667,HNRNPH3
1668,CCAR1
1669,DDX21
1670,SRGN
1671,VPS26A
1672,HK1
1673,SAR1A
1674,PPA1
1675,EIF4EBP2
1676,PRF1
1677,PCBD1
1678,C10orf54
1679,PSAP
1680,ANAPC16
1681,DDIT4
1682,DNAJB12
1683,MICU1
1684,MRPS16
1685,CHCHD1
1686,VCL
1687,VDAC2
1688,RPS24
1689,ANXA11
1690,TSPAN14
1691,GHITM
1692,GLUD1
1693,PTEN
1694,LIPA
1695,PCGF5
1696,TNKS2
1697,HHEX
1698,ENTPD1
1699,ZNF518A
1700,TM9SF3
1701,PIK3AP1
1702,FRAT2
1703,PGAM1
1704,EXOSC1
1705,HPS1
1706,BLOC1S2
1707,MRPL43
1708,MGEA5
1709,FBXL15
1710,CUEDC2
1711,ACTR1A
1712,TRIM8
1713,USMG5
1714,CALHM2
1715,GSTO1
1716,ADD3
1717,SMNDC1
1718,SMC3
1719,PDCD4
1720,BBIP1
1721,SHOC2
1722,TCF7L2
1723,CCDC186
1724,FAM204A
1725,CACUL1
1726,EIF3A
1727,FAM45A
1728,PRDX3
1729,RGS10
1730,TIAL1
1731,MCMBP
1732,WDR11
1733,BUB3
1734,OAT
1735,CTBP2
1736,GLRX3
1737,TUBGCP2
1738,ZNF511
1739,FUOM
1740,ECHS1
1741,KDM5A
1742,WNK1
1743,NDUFA9
1744,TNFRSF1A
1745,LTBR
1746,CD27
1747,MRPL51
1748,GAPDH
1749,CHD4
1750,TPI1
1751,C12orf57
1752,PTPN6
1753,PHB2
1754,EMG1
1755,CD163
1756,SLC2A3
1757,C3AR1
1758,CLEC4A
1759,CLEC4E
1760,M6PR
1761,KLRB1
1762,CLEC2D
1763,KLRF1
1764,CLEC2B
1765,CLEC12A
1766,CLEC7A
1767,YBX3
1768,ETV6
1769,CDKN1B
1770,HEBP1
1771,ATF7IP
1772,PLBD1
1773,H2AFJ
1774,ARHGDIB
1775,STRAP
1776,MGST1
1777,RECQL
1778,LDHB
1779,CMAS
1780,LRMP
1781,KRAS
1782,FGFR1OP2
1783,MRPS35
1784,ERGIC2
1785,FAM60A
1786,KIAA1551
1787,DNM1L
1788,LRRK2
1789,PPHLN1
1790,ZCRB1
1791,IRAK4
1792,SCAF11
1793,SLC38A1
1794,SLC38A2
1795,FKBP11
1796,ARF3
1797,TUBA1B
1798,TUBA1A
1799,TMBIM6
1800,COX14
1801,METTL7A
1802,DAZAP2
1803,BIN2
1804,ATG101
1805,EIF4B
1806,ITGB7
1807,PFDN5
1808,C12orf10
1809,PRR13
1810,ATP5G2
1811,HNRNPA1
1812,NFE2
1813,COPZ1
1814,ZNF385A
1815,NCKAP1L
1816,BLOC1S1
1817,CD63
1818,ORMDL2
1819,MYL6
1820,CNPY2
1821,STAT2
1822,BAZ2A
1823,ATP5B
1824,PTGES3
1825,NACA
1826,STAT6
1827,LRP1
1828,STAC3
1829,R3HDM2
1830,DCTN2
1831,OS9
1832,CTDSP2
1833,RASSF3
1834,GNS
1835,LLPH
1836,TMBIM4
1837,IRAK3
1838,CAND1
1839,RAP1B
1840,LYZ
1841,CNOT2
1842,ZFC3H1
1843,RAB21
1844,GLIPR1
1845,KRR1
1846,NAP1L1
1847,OSBPL8
1848,PPP1R12A
1849,CCDC59
1850,DUSP6
1851,ATP2B1
1852,LINC00936
1853,BTG1
1854,NUDT4
1855,UBE2N
1856,PLXNC1
1857,SNRPF
1858,TMPO
1859,SLC25A3
1860,IKBIP
1861,APAF1
1862,CHPT1
1863,GNPTAB
1864,HSP90B1
1865,TDG
1866,C12orf45
1867,KIAA1033
1868,C12orf75
1869,ISCU
1870,SELPLG
1871,CORO1C
1872,GLTP
1873,GIT2
1874,ANKRD13A
1875,ARPC3
1876,VPS29
1877,HVCN1
1878,PPP1CC
1879,SH2B3
1880,ALDH2
1881,ERP29
1882,RPL6
1883,OAS1
1884,MED13L
1885,TESC
1886,PEBP1
1887,TAOK3
1888,PXN
1889,COX6A1
1890,TRIAP1
1891,DYNLL1
1892,RNF10
1893,ORAI1
1894,CLIP1
1895,RSRC2
1896,DENR
1897,ARL6IP4
1898,SBNO1
1899,RILPL2
1900,TMED2
1901,UBC
1902,RAN
1903,MPHOSPH8
1904,ZMYM2
1905,SAP18
1906,MRPL57
1907,ZDHHC20
1908,GTF3A
1909,MTIF3
1910,POLR1D
1911,PAN3
1912,POMP
1913,UBL3
1914,N4BP2L1
1915,N4BP2L2
1916,EXOSC8
1917,UFM1
1918,ELF1
1919,EPSTI1
1920,DNAJC15
1921,ZC3H13
1922,LCP1
1923,ITM2B
1924,RB1
1925,RCBTB2
1926,PHF11
1927,EBPL
1928,TRIM13
1929,RNASEH2B
1930,WDFY2
1931,VPS36
1932,SUGT1
1933,MZT1
1934,COMMD6
1935,KCTD12
1936,FBXL3
1937,MYCBP2
1938,RBM26
1939,DNAJC3
1940,STK24
1941,UBAC2
1942,GPR183
1943,TM9SF2
1944,TNFSF13B
1945,CARS2
1946,ANKRD10
1947,LAMP1
1948,TFDP1
1949,UPF3A
1950,APEX1
1951,RNASE2
1952,HNRNPC
1953,TOX4
1954,TRAC
1955,DAD1
1956,OXA1L
1957,SLC7A7
1958,MRPL52
1959,LRP10
1960,RBM23
1961,PSMB5
1962,ACIN1
1963,C14orf119
1964,PABPN1
1965,PSME1
1966,NEDD8
1967,GMPR2
1968,TINF2
1969,LTB4R
1970,GZMH
1971,GZMB
1972,HECTD1
1973,SPTSSA
1974,SNX6
1975,BAZ1A
1976,SRP54
1977,PPP2R3C
1978,NFKBIA
1979,PNN
1980,MIS18BP1
1981,RPS29
1982,RPL36AL
1983,MGAT2
1984,KLHDC2
1985,NEMF
1986,ARF6
1987,NIN
1988,TMX1
1989,GNG2
1990,C14orf166
1991,PTGER2
1992,PSMC6
1993,CNIH1
1994,GMFB
1995,GCH1
1996,MAPK1IP1L
1997,LGALS3
1998,KTN1
1999,ARID4A
2000,TIMM9
2001,JKAMP
2002,PPM1A
2003,HIF1A
2004,PPP2R5E
2005,CHURC1
2006,MAX
2007,ATP6V1D
2008,EIF2S1
2009,VTI1B
2010,ZFP36L1
2011,ERH
2012,SRSF5
2013,RBM25
2014,PSEN1
2015,NUMB
2016,NPC2
2017,ISCA2
2018,FOS
2019,BATF
2020,SPTLC2
2021,SLIRP
2022,SEL1L
2023,GPR65
2024,FOXN3
2025,PSMC1
2026,CALM1
2027,CCDC88C
2028,ATXN3
2029,NDUFB1
2030,CPSF2
2031,SLC24A4
2032,RIN3
2033,IFI27L2
2034,SERPINA1
2035,DICER1
2036,PAPOLA
2037,EVL
2038,YY1
2039,WARS
2040,PPP2R5C
2041,DYNC1H1
2042,HSP90AA1
2043,CINP
2044,TNFAIP2
2045,EIF5
2046,MARK3
2047,APOPT1
2048,C14orf2
2049,PLD4
2050,NUDT14
2051,IGHM
2052,NIPA2
2053,SNRPN
2054,UBE3A
2055,KLF13
2056,GREM1
2057,NOP10
2058,SRP14
2059,PLCB2
2060,GCHFR
2061,CHP1
2062,TMEM87A
2063,ZNF106
2064,SNAP23
2065,CCNDBP1
2066,PDIA3
2067,SPG11
2068,B2M
2069,BLOC1S6
2070,SQRDL
2071,COPS2
2072,GABPB1
2073,USP8
2074,SPPL2A
2075,DMXL2
2076,LYSMD2
2077,TMOD3
2078,ARPP19
2079,RAB27A
2080,CCPG1
2081,AQP9
2082,ADAM10
2083,SLTM
2084,GTF2A2
2085,BNIP2
2086,ANXA2
2087,VPS13C
2088,LACTB
2089,RPS27L
2090,RAB8B
2091,USP3
2092,FAM96A
2093,SNX1
2094,PPIB
2095,OAZ2
2096,SPG21
2097,RAB11A
2098,MAP2K1
2099,SNAPC5
2100,PIAS1
2101,ANP32A
2102,RPLP1
2103,TLE3
2104,PKM
2105,ADPGK
2106,NPTN
2107,UBL7
2108,CSK
2109,SCAMP2
2110,COX5A
2111,C15orf39
2112,IMP3
2113,ETFA
2114,PSTPIP1
2115,IDH3A
2116,IREB2
2117,CTSH
2118,TMED3
2119,BCL2A1
2120,MESDC2
2121,IL16
2122,RPS17
2123,FAM103A1
2124,C15orf40
2125,SEC11A
2126,AKAP13
2127,MRPS11
2128,ABHD2
2129,IDH2
2130,CIB1
2131,IQGAP1
2132,FES
2133,SLCO3A1
2134,MEF2A
2135,VIMP
2136,TM2D3
2137,POLR3K
2138,SNRNP25
2139,MPG
2140,MRPL28
2141,C16orf13
2142,FAM195A
2143,STUB1
2144,FAM173A
2145,UBE2I
2146,TSR3
2147,NME3
2148,MRPS34
2149,NUBP2
2150,HAGH
2151,MSRB1
2152,NDUFB10
2153,GFER
2154,PGP
2155,SRRM2
2156,TCEB2
2157,FLYWCH2
2158,HCFC1R1
2159,IL32
2160,CORO7
2161,NMRAL1
2162,ROGDI
2163,GLYR1
2164,CARHSP1
2165,C16orf72
2166,LITAF
2167,SNN
2168,GSPT1
2169,CPPED1
2170,BFAR
2171,NTAN1
2172,ARL6IP1
2173,METTL9
2174,IGSF6
2175,NDUFAB1
2176,PRKCB
2177,RBBP6
2178,CLN3
2179,APOBR
2180,SULT1A1
2181,TUFM
2182,SPNS1
2183,LAT
2184,SPN
2185,C16orf54
2186,KIF22
2187,MAZ
2188,MVP
2189,CDIPT
2190,TMEM219
2191,ALDOA
2192,PPP4C
2193,YPEL3
2194,CORO1A
2195,CD2BP2
2196,SEPT1
2197,ITGAL
2198,ZNF688
2199,BCL7C
2200,ORAI3
2201,STX4
2202,VKORC1
2203,BCKDK
2204,FUS
2205,PYCARD
2206,ITGAM
2207,ITGAX
2208,VPS35
2209,DNAJA2
2210,ITFG1
2211,PHKB
2212,ADCY7
2213,BRD7
2214,SNX20
2215,CYLD
2216,CHD9
2217,RBL2
2218,LPCAT2
2219,NUDT21
2220,MT2A
2221,MT1F
2222,MT1X
2223,HERPUD1
2224,FAM192A
2225,CNOT1
2226,CKLF
2227,CMTM3
2228,FAM96B
2229,CBFB
2230,E2F4
2231,TMEM208
2232,TPPP3
2233,ATP6V0D1
2234,CTCF
2235,DPEP2
2236,NFATC3
2237,CHTF8
2238,CYB5B
2239,IST1
2240,PSMD7
2241,GLG1
2242,CFDP1
2243,TMEM170A
2244,GABARAPL2
2245,KARS
2246,TERF2IP
2247,CMC2
2248,CMIP
2249,HSBP1
2250,COTL1
2251,USP10
2252,EMC8
2253,COX4I1
2254,IRF8
2255,MAP1LC3B
2256,CYBA
2257,RNF166
2258,APRT
2259,TRAPPC2L
2260,ANKRD11
2261,TCF25
2262,DEF8
2263,GLOD4
2264,YWHAE
2265,SLC43A2
2266,PRPF8
2267,SERPINF1
2268,PAFAH1B1
2269,EMC6
2270,ITGAE
2271,UBE2G1
2272,ARRB2
2273,MED11
2274,CXCL16
2275,PSMB6
2276,SLC25A11
2277,RNF167
2278,PFN1
2279,SPAG7
2280,SCIMP
2281,RPAIN
2282,C1QBP
2283,DERL2
2284,TXNDC17
2285,MED31
2286,XAF1
2287,CLEC10A
2288,ASGR1
2289,ACADVL
2290,CTDNEP1
2291,EIF5A
2292,TMEM256
2293,MPDU1
2294,SAT2
2295,TP53
2296,NAA38
2297,TRAPPC1
2298,STX8
2299,GAS7
2300,ZSWIM7
2301,TTC19
2302,NCOR1
2303,UBB
2304,COPS3
2305,ALKBH5
2306,FLII
2307,TMEM11
2308,WSB1
2309,LGALS9
2310,IFT20
2311,POLDIP2
2312,UNC119
2313,SDF2
2314,RPL23A
2315,FLOT2
2316,NUFIP2
2317,TAOK1
2318,SSH2
2319,ADAP2
2320,RNF135
2321,EVI2B
2322,EVI2A
2323,SUZ12
2324,RHOT1
2325,ZNF207
2326,PSMD11
2327,AP2B1
2328,CCL4
2329,ZNHIT3
2330,GGNBP2
2331,AATF
2332,SYNRG
2333,DDX52
2334,CISD3
2335,PSMB3
2336,LASP1
2337,RPL19
2338,MIEN1
2339,RARA
2340,KRT10
2341,EIF1
2342,DNAJC7
2343,RAB5C
2344,STAT3
2345,MLX
2346,VPS25
2347,COA3
2348,BECN1
2349,RPL27
2350,IFI35
2351,NBR1
2352,LSM12
2353,SLC25A39
2354,GRN
2355,GPATCH8
2356,NMT1
2357,FMNL1
2358,ARHGAP27
2359,KANSL1-AS1
2360,KPNB1
2361,CALCOCO2
2362,SNF8
2363,ABI3
2364,PHB
2365,SPOP
2366,SLC35B1
2367,MRPL27
2368,LRRC59
2369,LUC7L3
2370,UTP18
2371,SCPEP1
2372,SRSF1
2373,SUPT4H1
2374,SKA2
2375,YPEL2
2376,CLTC
2377,VMP1
2378,NACA2
2379,DCAF7
2380,LIMD2
2381,PSMC5
2382,CD79B
2383,PECAM1
2384,DDX5
2385,HELZ
2386,PSMD12
2387,BPTF
2388,PRKAR1A
2389,RPL38
2390,CD300A
2391,CD300C
2392,CD300LF
2393,ATP5H
2394,NT5C
2395,HN1
2396,MIF4GD
2397,GRB2
2398,GALK1
2399,WBP2
2400,EXOC7
2401,UBALD2
2402,RHBDF2
2403,METTL23
2404,SEC14L1
2405,SEPT9
2406,TMC6
2407,SYNGR2
2408,SOCS3
2409,CYTH1
2410,TIMP2
2411,EIF4A3
2412,RNF213
2413,C17orf89
2414,SLC38A10
2415,MRPL12
2416,FAM195B
2417,P4HB
2418,ARHGDIA
2419,ANAPC11
2420,SIRT7
2421,STRA13
2422,GPS1
2423,CSNK1D
2424,CD7
2425,SECTM1
2426,C17orf62
2427,NARF
2428,SMCHD1
2429,EMILIN2
2430,MYL12A
2431,MYL12B
2432,RALBP1
2433,RAB31
2434,VAPA
2435,CHMP1B
2436,MPPE1
2437,IMPA2
2438,PSMG2
2439,PTPN2
2440,RNMT
2441,ROCK1
2442,SNRPD1
2443,ABHD3
2444,RIOK3
2445,TTC39C
2446,ZNF24
2447,GALNT1
2448,ATP5A1
2449,IER3IP1
2450,SMAD2
2451,ACAA2
2452,ME2
2453,MBD2
2454,TCF4
2455,TXNL1
2456,NARS
2457,VPS4B
2458,CYB5A
2459,CNDP2
2460,MBP
2461,TXNL4A
2462,RBCK1
2463,CSNK2A1
2464,FAM110A
2465,PSMF1
2466,NSFL1C
2467,SIRPB1
2468,SNRPB
2469,IDH3B
2470,PTPRA
2471,DDRGK1
2472,ITPA
2473,C20orf27
2474,PANK2
2475,PRNP
2476,RASSF2
2477,CDS2
2478,GPCPD1
2479,CRLS1
2480,TMX4
2481,MKKS
2482,ESF1
2483,SNRPB2
2484,RRBP1
2485,SNX5
2486,LINC00493
2487,XRN2
2488,CD93
2489,NXT1
2490,CST3
2491,CST7
2492,APMAP
2493,HM13
2494,HCK
2495,COMMD7
2496,MAPRE1
2497,CHMP4B
2498,RALY
2499,EIF2S2
2500,DYNLRB1
2501,MMP24-AS1
2502,ERGIC3
2503,CPNE1
2504,ROMO1
2505,RBM39
2506,PHF20
2507,SCAND1
2508,LINC00657
2509,SAMHD1
2510,RPN2
2511,BLCAP
2512,MAFB
2513,TOP1
2514,SRSF6
2515,OSER1
2516,SERINC3
2517,YWHAB
2518,PIGT
2519,CTSA
2520,NCOA3
2521,PREX1
2522,STAU1
2523,DDX27
2524,ZFAS1
2525,RNF114
2526,CEBPB
2527,LINC01272
2528,PTPN1
2529,ZNF217
2530,PFDN4
2531,RAE1
2532,RAB22A
2533,GNAS
2534,CTSZ
2535,ATP5E
2536,PSMA7
2537,ADRM1
2538,RPS21
2539,OGFR
2540,GID8
2541,PPDPF
2542,TPD52L2
2543,DNAJC5
2544,RGS19
2545,TPGS1
2546,BSG
2547,PTBP1
2548,CFD
2549,R3HDM4
2550,ARID3A
2551,CNN2
2552,HMHA1
2553,POLR2E
2554,GPX4
2555,ATP5D
2556,MIDN
2557,CIRBP
2558,C19orf24
2559,NDUFS7
2560,DAZAP1
2561,RPS15
2562,C19orf25
2563,UQCR11
2564,ABHD17A
2565,MKNK2
2566,MOB3A
2567,AP3D1
2568,OAZ1
2569,LSM7
2570,TIMM13
2571,AES
2572,S1PR4
2573,HMG20B
2574,MRPL54
2575,EEF2
2576,ZBTB7A
2577,MAP2K2
2578,PLIN3
2579,SAFB2
2580,C19orf70
2581,NDUFA11
2582,CLPP
2583,ALKBH7
2584,GTF2F1
2585,PNPLA6
2586,PET100
2587,STXBP2
2588,RETN
2589,MCEMP1
2590,NDUFA7
2591,RPS28
2592,MARCH2
2593,PRAM1
2594,MYO1F
2595,UBL5
2596,PIN1
2597,C19orf66
2598,EIF3G
2599,ICAM3
2600,CDC37
2601,ILF3
2602,DNM2
2603,RAB3D
2604,TMEM205
2605,CCDC159
2606,PRKCSH
2607,ELOF1
2608,WDR83OS
2609,DHPS
2610,C19orf43
2611,JUNB
2612,PRDX2
2613,DNASE2
2614,CALR
2615,RAD23A
2616,GADD45GIP1
2617,LYL1
2618,TRMT1
2619,STX10
2620,IER2
2621,C19orf53
2622,IL27RA
2623,PRKACA
2624,PKN1
2625,TECR
2626,NDUFB7
2627,BRD4
2628,TPM4
2629,RAB8A
2630,FAM32A
2631,AP1M1
2632,KLF2
2633,SMIM7
2634,MYO9B
2635,BABAM1
2636,MRPL34
2637,DDA1
2638,BST2
2639,MVB12A
2640,PGLS
2641,COLGALT1
2642,JAK3
2643,CCDC124
2644,JUND
2645,LRRC25
2646,SSBP4
2647,FKBP8
2648,KXD1
2649,UBA52
2650,C19orf60
2651,COPE
2652,RFXANK
2653,NDUFA13
2654,GMIP
2655,ZNF90
2656,UQCRFS1
2657,POP4
2658,PDCD5
2659,CEBPA
2660,CEBPG
2661,PEPD
2662,LSM14A
2663,GPI
2664,UBA2
2665,ZNF302
2666,GRAMD1A
2667,FXYD5
2668,TMEM147
2669,COX6B1
2670,IGFLR1
2671,U2AF1L4
2672,PSENEN
2673,HCST
2674,TYROBP
2675,POLR2I
2676,TBCB
2677,CAPNS1
2678,SPINT2
2679,YIF1B
2680,KCNK6
2681,PSMD8
2682,EIF3K
2683,ACTN4
2684,MRPS12
2685,GMFG
2686,MED29
2687,ZFP36
2688,RPS16
2689,SUPT5H
2690,PSMC4
2691,PLD3
2692,SERTAD3
2693,BLVRB
2694,SHKBP1
2695,EGLN2
2696,HNRNPUL1
2697,TGFB1
2698,RPS19
2699,ARHGEF1
2700,RABAC1
2701,POU2F2
2702,DEDD2
2703,ETHE1
2704,PLAUR
2705,TRAPPC6A
2706,ERCC1
2707,VASP
2708,SNRPD2
2709,AP2S1
2710,TMEM160
2711,C5AR1
2712,SEPW1
2713,CARD8
2714,EMP3
2715,KDELR1
2716,RPL18
2717,PPP1R15A
2718,NUCB1
2719,BAX
2720,FTL
2721,SNRNP70
2722,CD37
2723,PIH1D1
2724,RPS11
2725,FCGRT
2726,NOSIP
2727,RRAS
2728,IRF3
2729,PRMT1
2730,AP2A1
2731,PNKP
2732,VRK3
2733,NR1H2
2734,EMC10
2735,JOSD2
2736,CD33
2737,ETFB
2738,NKG7
2739,SIGLEC10
2740,FPR1
2741,FPR2
2742,PPP2R1A
2743,MYADM
2744,OSCAR
2745,NDUFA3
2746,LENG1
2747,MBOAT7
2748,TSEN34
2749,RPS9
2750,LILRB3
2751,LILRB2
2752,LILRA5
2753,LILRA4
2754,LAIR1
2755,LENG8
2756,LILRA2
2757,LILRA1
2758,LILRB1
2759,LILRB4
2760,ZNF524
2761,ZNF580
2762,ZNF581
2763,EPN1
2764,A1BG
2765,RPS5
2766,CHMP2A
2767,RPS4Y1
2768,EIF1AY
2769,IL17RA
2770,CECR1
2771,ATP6V1E1
2772,BID
2773,C22orf39
2774,UFD1L
2775,COMT
2776,RANBP1
2777,SNAP29
2778,UBE2L3
2779,SDF2L1
2780,MAPK1
2781,PPM1F
2782,CHCHD10
2783,SMARCB1
2784,SNRPD3
2785,ADRBK2
2786,TPST2
2787,XBP1
2788,EWSR1
2789,ZMAT5
2790,UQCR10
2791,YWHAH
2792,FBXO7
2793,HMOX1
2794,APOL6
2795,APOL3
2796,MYH9
2797,TXN2
2798,NCF4
2799,CSF2RB
2800,MPST
2801,RAC2
2802,CYTH4
2803,SH3BP1
2804,LGALS1
2805,POLR2F
2806,DDX17
2807,TOMM22
2808,SUN2
2809,CBX6
2810,APOBEC3C
2811,APOBEC3G
2812,RPL3
2813,ATF4
2814,RPS19BP1
2815,TNRC6B
2816,ST13
2817,RBX1
2818,EP300
2819,PHF5A
2820,ACO2
2821,DESI1
2822,NAGA
2823,SMDT1
2824,NDUFA6
2825,NFAM1
2826,RRP7A
2827,CYB5R3
2828,ARFGAP3
2829,TSPO
2830,PARVG
2831,NUP50
2832,KIAA0930
2833,ATXN10
2834,PRR34-AS1
2835,CRELD2
2836,PIM3
2837,TRABD
2838,PLXNB2
2839,SCO2
2840,TYMP
2841,ODF3B
2842,SAMSN1
2843,ATP5J
2844,APP
2845,USP16
2846,CCT8
2847,BACH1
2848,SOD1
2849,IFNAR2
2850,IL10RB
2851,IFNAR1
2852,IFNGR2
2853,SON
2854,ATP5O
2855,MRPS6
2856,CBR1
2857,ETS2
2858,HMGN1
2859,MX2
2860,NDUFV3
2861,PDXK
2862,CSTB
2863,PFKL
2864,UBE2G2
2865,SUMO3
2866,PTTG1IP
2867,ITGB2
2868,FAM207A
